mask_ratio,mae_final_loss,cls_auc_macro,cls_accuracy,cls_f1_macro,sr_mse,sr_psnr,sr_ssim
0.5,0.002550610044584715,0.9502027880681806,0.7936026936026936,0.798818412388154,0.0004148040898144245,34.011952756242174,0.9544162722503884
0.75,0.0032780809743938534,0.95031025615436,0.837598204264871,0.8317954552913123,0.0005254637217149138,32.99389511622924,0.9618115501569653
0.9,0.004495305152217922,0.9680830659746151,0.8865319865319865,0.885226349667767,0.0005691169644705951,32.650341551538204,0.9550185602012842
